Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
0.0,-0.04119053498244003,-0.0013347787001307398,-0.02608632467542904,
0.010222813,0.0743078051778816,0.029577958795342807,-0.40011024016026475,
0.020238752,-0.0554754359505063,-0.003152689764568034,-0.5192863427629764,
0.030388961,0.024572655719003217,-0.01784504566961037,-0.02852569286272555,
0.040483285,-0.02631054507773628,0.004877576316408255,0.5211423058172411,
0.05061089,0.03258168349996002,0.02305567390522316,-0.058096073559097405,
0.060677298,-0.05054910758865046,-0.0620006372388128,-0.1384141147066522,
0.070669121,0.03234444932355747,0.0308446665719411,-0.37122018336688534,
0.080871466,-0.03541601001251328,-0.009800767492035137,0.36573823929282057,
0.091022926,-0.04748642086210718,-0.011671338948233217,0.0704088897741002,
0.101091052,0.03479459572455987,0.048123770377935346,0.021850640872013827,
0.111194959,-0.014302274079150329,-0.003638931376217708,-0.4498679675269983,
0.12128746,-0.007611094308715163,-0.0029111451009741773,0.111284825197151,
0.131349388,0.013064737405124427,-0.017651809938735274,0.30737884282373606,
0.141449753,-0.00870182292799701,0.028016502707810004,0.1769501323644569,
0.151560432,0.05433010516849718,0.01475175821750227,-0.1687281326338237,
0.161656474,-0.19404071999957118,-0.007352206278094742,-0.1656282580601829,
0.171762517,0.1933631862531507,0.009441122875015667,0.430613848629978,
0.18185882,-0.12878293074525168,0.03436795808108706,-0.5404065346214075,
0.191937467,0.14597064036244733,-0.022305031122906535,0.6058011455938903,
0.202040697,0.0784692746648358,-0.04082836270502689,-0.11678272854441829,
0.212158771,0.06660613872600926,0.009475260494776705,-0.35774579343123847,
0.222177887,-3.452026208771719E-4,0.0229031022537773,-0.3015195107215529,
0.232199398,-2.761620967017264E-4,-0.0582919696053644,0.36786871149111633,
0.242463045,-0.004051648671502012,-0.042802856690150895,0.08743614350929896,
0.252554296,-0.060702163453955765,0.019387834210028335,-0.19053997679412404,
0.262676901,-0.029408117911068066,0.05381749307221578,-0.15243198143529924,
0.272584558,-0.06183372003304757,-0.04122190089935933,0.2611263142658231,
0.282853882,0.0501318191491143,0.03214476178554794,0.34297621620758,
0.292914769,-0.025016839106672906,-0.0010992473724039387,-0.2695811242019044,
0.303036801,0.052770261128907286,-0.0047101228525282535,-0.230987775338086,
0.312961593,-0.026736798556514674,-0.007598823236627694,-0.10434512139351604,
0.323061074,0.0513942876085694,-0.06353990310605631,0.40302521514104583,
0.333343471,-0.03166829636692561,0.052597597645312424,-0.0874667602602095,
0.343376701,-0.025334637093540502,-5.987254254827268E-5,-0.05081981323746376,
0.353483993,-0.027929153623578132,0.042090052624759594,-0.2781604282266894,
0.363619307,-0.007020435001371048,-0.016127352507736267,0.2907880026334926,
0.373721756,0.03269087770309628,-0.0014097131028381893,-0.001043456535784415,
0.383710403,-0.054292471220282065,-0.07391150289651616,1.2594733097225443,
0.393814466,-0.14686348816568642,0.048131030846620695,-0.4825725668215739,
0.403986603,-0.017892001317461242,0.06915060717780201,-0.49331818529319627,
0.414096916,0.050808687411530884,-0.013632522462456956,0.2603983997634902,
0.42416098,0.1325842892351024,-0.0032445740212198454,0.1815036868518085,
0.434241501,0.017960811076344868,-0.029410716017818167,-0.4025898666806622,
0.444402648,-9.542390364155606E-4,-5.44235007552879E-4,-0.4829628540378881,
0.454460358,0.014559496668359012,-0.008096837915252508,0.004363817111485702,
0.464530775,0.09209277965814303,-0.033292527133044286,0.2869642592555941,
0.474638224,-0.02975529640364305,0.0155039289523628,0.053358333674006886,
0.484757392,-0.008481349225422985,-0.00291975069606569,-0.4055074553752469,
0.494848122,-0.02210796727782985,0.03980215010194567,-0.07923994867519824,
0.504928019,0.035943751700349635,-0.05243417527557542,0.16262046171413758,
0.515060312,0.005770663553578054,0.02700566723918016,0.2641715341662323,
0.525125208,-0.07199792652598827,-0.016702697873313466,-0.225364737999044,
0.535323386,0.05732334185225321,-0.005700708389440562,-0.20710682335822028,
0.545343127,-0.011602171034951592,-0.023714185524113487,-0.1158861117627481,
0.555290003,0.009871881984599762,-0.003648454561334863,0.32483948095113035,
0.565500473,-0.03424045103158288,0.03538846205512522,0.14495001493668624,
0.575592349,0.007084145884786175,-0.013827181014698042,-0.1445288796522135,
0.58572136,0.07462033012793393,0.05406054365374144,-0.21522179756942705,
0.595831778,0.10949564678896215,-0.06401179824084047,1.348619528497192,
0.605763029,-0.2571685139065683,0.09052729904603957,-1.0624785837452162,
0.616025634,0.09689227551414964,-0.034838391691827786,0.9466258671346868,
0.626070583,-0.15616026174867634,0.002775062441520676,-0.6830511739680318,
0.636237199,0.26197478749875636,-0.04374862566018678,0.26567225052284016,
0.646296887,-0.2347840024747498,0.03395411289195556,-0.8868793138395397,
0.656462044,0.21439867387469236,-0.04178972310654053,0.9070614903346197,
0.666495691,-0.24602983657315874,0.04701340383822339,-0.733856270378789,
0.676446578,0.2552014250453671,-0.035173009343666906,0.4778563899469699,
0.686668454,-0.35895510046511014,0.048476046913684956,-0.7056406082572675,
0.696771267,0.3180900929067205,-0.06464867365851279,0.7762406872223107,
0.706899029,-0.36993571776599327,0.05554129423702339,-0.4975789223901206,
0.716974082,0.3169670608961532,-0.03601214097337263,0.4025578948027473,
0.727068197,-0.32869621059704235,0.06695835446201694,-0.6356341956324112,
0.737167521,0.30782071001205125,-0.05752427156859294,0.4491731549686797,
0.747113043,-0.31685967249176283,0.019102865250161055,-0.17313141621060169,
0.757226586,0.29813634552557167,-0.08814721600909967,0.29819683236354955,
0.767326743,-0.2326698247750688,0.06355751715739619,-0.3475425402126753,
0.77743664,0.11649123874027822,-0.018106993733723556,-0.3469877370041239,
0.78751138,0.039562877390538,0.00466801786511771,0.6532760518517797,
0.797801954,-0.05645632435977113,0.03054947109293646,-0.15541718342091926,
0.807746747,0.03528011687517443,-0.010036923875238843,0.13615514486482816,
0.817789508,-0.040728913959500956,0.014954792746046108,-0.28180922151048193,
0.827883989,0.07850782099037348,0.004302390248091162,-0.01858855152479144,
0.838007635,-0.05211542032028056,-0.004219531750272801,0.031097786709853636,
0.848074147,0.05024501497058219,-0.011037069348963965,0.33899718688741487,
0.858293419,0.017211674169764102,-0.03947544319508303,0.04518532885563431,
0.868398784,0.04058439613665357,0.029711214915292827,-0.22050990952291372,
0.87837566,-0.03265477155617702,0.01227680302888344,-0.24153015051872195,
0.888616651,0.02367558332306681,-0.013162895383594914,0.05194189521002279,
0.898676756,-0.0423511028129058,-0.018191760255621664,0.07602998711528386,
0.908812069,-0.003235100494877255,-0.018384127198637967,0.04933183270980557,
0.918892435,0.2195938477619046,0.06956859359822158,-0.7075255006290302,
